ZIP,Name,Specialty,Address,latitude,longitude
91361,"Dr. Thomas Johnson, DC",Orthopedic Chiropractic,"2806 Townsgate Rd Ste B, Westlake Village, CA 91361",34.1520198,-118.8244033
91361,"Garrett Glapa, NP",Nursing (Nurse Practitioner),"2806 Townsgate Rd Ste B, Westlake Village, CA 91361",34.1520198,-118.8244033
91361,"Jaclyn Lanham, NP",Nursing (Nurse Practitioner),"2945 Townsgate Rd Ste 200, Westlake Village, CA 91361",34.1528352,-118.8218311
91361,"Dr. Jodi Ferro, MD",Obstetrics & Gynecology,"1250 La Venta Dr Ste 105, Westlake Village, CA 91361",34.1481957,-118.8222177
91361,"Dr. Ranoo Sabnis, MD",Obstetrics & Gynecology,"1250 La Venta Dr Ste 105, Westlake Village, CA 91361",34.1481957,-118.8222177
91361,"Dr. Malcolm Taw, MD",Internal Medicine,"1250 La Venta Dr Ste 101A, Westlake Village, CA 91361",34.1481859,-118.8221222
91361,"Dr. Angela Valle, MD",Obstetrics & Gynecology,"1250 La Venta Dr Ste 105, Westlake Village, CA 91361",34.1481957,-118.8222177
91361,"Dr. Sonya Heitmann, MD",Internal Medicine,"1250 La Venta Dr Ste 207, Westlake Village, CA 91361",34.1481957,-118.8222181
91362,"Dr. Siamac Salehy, MD",Internal Medicine,"1827 Los Feliz Dr Apt 108, Thousand Oaks, CA 91362",34.1789078,-118.8488105
91362,"Dr. Virginia Perez Andreu, MD",Internal Medicine,"1827 Los Feliz Dr Apt 108, Thousand Oaks, CA 91362",34.1789078,-118.8488105
91362,"Samantha Magnani, PT",Physical Therapy,"3753 E Thousand Oaks Blvd, Westlake Village, CA 91362",34.1640366,-118.8283117
91403,"Natalie Scheeler, NMD",Naturopathy,"4515 Sherman Oaks Ave, Sherman Oaks, CA 91403",34.1528557,-118.4696304
91403,"Dr. Leon Kupferwasser, MD",Cardiology,"4521 Sherman Oaks Ave Ste 101, Sherman Oaks, CA 91403",34.15301840000001,-118.4696263
91403,"Dr. Dushyant Viswanathan, MD",Internal Medicine,"4555 Sherman Oaks Ave, Sherman Oaks, CA 91403",34.1535459,-118.4694502
91505,"Dr. Ali Nassiri, DO",Anesthesiology,"3304 W Burbank Blvd, Burbank, CA 91505",34.1757462,-118.3464485
91505,"Dr. Jeffrey Korchek, MD",Orthopedic Surgery,"3413 W Pacific Ave Ste 100, Burbank, CA 91505",34.1886497,-118.348622
91505,"Dr. Andrew Vardanian, MD","Cosmetic, Plastic & Reconstructive Surgery","201 S Buena Vista St Ste 200, Burbank, CA 91505",34.1585563,-118.3287206
91505,"Dr. Ravi Shankar, MD",Internal Medicine,"181 S Buena Vista St Fl 4, Burbank, CA 91505",34.1594673,-118.329111
91505,"Dr. Loc Duong, MD",Internal Medicine,"2601 W Alameda Ave Ste 412, Burbank, CA 91505",34.1583505,-118.3296769
91505,"Dr. Cristina Nguyen, MD",Internal Medicine,"2601 W Alameda Ave, Burbank, CA 91505",34.1583505,-118.3296769
91505,"Dr. Jennifer Lee, DO",Podiatry,"191 S Buena Vista St Ste 235, Burbank, CA 91505",34.1584424,-118.3290825
91505,"Dr. Roger On, MD",Cardiology,"191 S Buena Vista St Ste 400, Burbank, CA 91505",34.1584874,-118.3290807
91505,"Dr. Omid Amidi, MD",Cardiology,"2625 W Alameda Ave Ste 102, Burbank, CA 91505",34.1579284,-118.3299649
91505,"Dr. Amy Winstead, MD",Family Medicine,"191 S Buena Vista St Ste 100, Burbank, CA 91505",34.1581732,-118.3295403
91505,"Dr. Lilit Minasyan, MD",Ophthalmology,"2625 W Alameda Ave Ste 208, Burbank, CA 91505",34.1579697,-118.3298851
91505,"Dr. Brandon Jakubowski, MD",Critical Care Medicine,"2625 W Alameda Ave Ste 412, Burbank, CA 91505",34.1579806,-118.3298487
91505,"Dr. Ramona Mehrinfar-Zadeh, MD",Cardiology,"2625 W Alameda Ave Ste 322, Burbank, CA 91505",34.1579806,-118.3298487
91505,"Dr. Karla Criner, MD",Rheumatology,"2625 W Alameda Ave Ste 518, Burbank, CA 91505",34.1579466,-118.3299548
91505,"Dr. Ryan Clagg, MD",Pediatrics,"2601 W Alameda Ave Ste 416, Burbank, CA 91505",34.1583505,-118.3296769
91605,"Dr. Kendra Gorlitsky, MD",Family Medicine,"7843 Lankershim Blvd, North Hollywood, CA 91605",34.2136143,-118.3881297
91606,"Greta Green, CNP",Nursing (Nurse Practitioner),"6160 Laurel Canyon Blvd Ste 160, North Hollywood, CA 91606",34.1828602,-118.3953027
91606,"Wilson Mak, FNP",Nursing (Nurse Practitioner),"6160 Laurel Canyon Blvd Ste 160, North Hollywood, CA 91606",34.1828602,-118.3953027
91706,"Dr. Lisa Jung, ND",Naturopathy,"4230 Maine Ave Unit 1202, Baldwin Park, CA 91706",34.0894676,-117.9600538
91706,"Dr. Paul Licata, MD",Obstetrics & Gynecology,"5345 Irwindale Ave, Baldwin Park, CA 91706",34.1093024,-117.9346485
91706,Lady Manalo,Physical Therapy,"5345 Irwindale Ave, Baldwin Park, CA 91706",34.1093024,-117.9346485
91710,"Dr. Jhoette Dumlao, MD",Family Medicine,"5450 Jefferson Ave Ste 3, Chino, CA 91710",34.0253604,-117.6865323
91710,"Dr. Ruby Chen, MD",Family Medicine,"5451 Walnut Ave, Chino, CA 91710",34.02551589999999,-117.6860029
91710,"Dr. Vincent Green, MD",Emergency Medicine,"5451 Walnut Ave, Chino, CA 91710",34.02551589999999,-117.6860029
91710,"Dr. Sean To, MD",Internal Medicine,"5562 Philadelphia St Ste 201, Chino, CA 91710",34.0347921,-117.6836801
91710,"Dr. Rainbow Chung-Ou, MD",Family Medicine,"5562 Philadelphia St Ste 101, Chino, CA 91710",34.0344644,-117.6836751
91710,"Dr. Gary Sannes, DC",Chiropractic,"4590 Riverside Dr, Chino, CA 91710",34.0193325,-117.7049432
91710,"Dr. Eunah Chung, MD",Pediatrics,"3750 Grand Ave, Chino, CA 91710",34.0022386,-117.7227002
91723,"Dr. Randolph Betts, MD",Family Medicine,"174 W Badillo St, Covina, CA 91723",34.08603960000001,-117.8919899
91723,"Michael Ross, PA",Physician Assistant (PA),"315 N 3rd Ave Ste 207, Covina, CA 91723",34.0887407,-117.892606
91723,"Dr. Ming-Lu Huang, MD",Cardiothoracic Surgery,"376 W Badillo St, Covina, CA 91723",34.0860472,-117.8965275
91723,"Dr. Michael Woo-Ming, MD",Age Management Medicine,"380 W Badillo St, Covina, CA 91723",34.0860495,-117.8965688
91723,"Dr. Paul Usborne, MD",Family Medicine,"256 W San Bernardino Rd, Covina, CA 91723",34.0896996,-117.8938278
91723,"Dr. Victor Morales, MD",Obstetrics & Gynecology,"420 W Rowland St, Covina, CA 91723",34.0784282,-117.8973457
91723,"Dr. Kofi Agyeman, MD",Orthopedic Surgery,"420 W Rowland St, Covina, CA 91723",34.0784282,-117.8973457
91723,"Dr. Ana-Liza Pascual, MD",Obstetrics & Gynecology,"420 W Rowland St, Covina, CA 91723",34.0784282,-117.8973457
91723,"Dr. Patricia Marquez, MD",Internal Medicine,"420 W Rowland St, Covina, CA 91723",34.0784282,-117.8973457
91733,"Dr. Carlos Gonzalez, MD",Internal Medicine,"1938 Tyler Ave Ste J, South El Monte, CA 91733",34.0509135,-118.0372947
91733,"Dr. Shamik Bhadra, MD",Internal Medicine,"1938 Tyler Ave Ste J168, South El Monte, CA 91733",34.050609,-118.0369507
91739,"Melissa Galvez, PA-C",Physician Assistant (PA),"7831 Monticello Ave # 1102, Rancho Cucamonga, CA 91739",34.1111072,-117.5354736
91741,"Dr. Sean Kono, DC",Chiropractic,"230 N Glendora Ave, Glendora, CA 91741",34.1393594,-117.86514
91741,"Dr. Devdas Wali, MD","Cosmetic, Plastic & Reconstructive Surgery","541 S Pasadena Ave # 101, Glendora, CA 91741",34.129503,-117.8604481
91741,"Dr. Isaac Paz, MD",General Surgery,"412 W Carroll Ave Ste 200, Glendora, CA 91741",34.1338238,-117.8700169
91741,Elizabeth Vernetti,Physical Therapy,"415 W Carroll Ave, Glendora, CA 91741",34.1344649,-117.8708746
91741,"Dr. Ibrahim Hanna, MD",Internal Medicine,"640 W Foothill Blvd, Glendora, CA 91741",34.1356005,-117.8766084
91748,"Dr. Marc Ma, MD",Family Medicine,"1818 Sierra Leone Ave Ste E, Rowland Heights, CA 91748",33.98566539999999,-117.9012738
91748,"Dr. Kuo Chang, MD",Internal Medicine,"1818 Sierra Leone Ave Ste E, Rowland Heights, CA 91748",33.98566539999999,-117.9012738
91752,"Dr. Kevin Bromage, MD",Family Medicine,"5379 Hamner Ave Unit 801, Eastvale, CA 91752",33.9894695,-117.5577018
91754,"Dr. Soma Barua, MD",Family Medicine,"823 S Atlantic Blvd Ste 4, Monterey Park, CA 91754",34.05235570000001,-118.1375531
91754,"Dr. Maybel Tan, MD",Nephrology,"809 S Atlantic Blvd Ste 103, Monterey Park, CA 91754",34.0525836,-118.1374515
91754,"Dr. Chun Chang, MD",Emergency Medicine,"900 S Atlantic Blvd, Monterey Park, CA 91754",34.0495478,-118.1383262
91754,"Idena Davidson, CRNA",Nurse Anesthesiology,"900 S Atlantic Blvd, Monterey Park, CA 91754",34.0495478,-118.1383262
91754,"Dr. Shao Ding, MD",Family Medicine,"210 N Garfield Ave Ste 203, Monterey Park, CA 91754",34.0641651,-118.1225756
91754,"Dr. Ryan Uyan, MD",Geriatric Medicine,"525 N Garfield Ave, Monterey Park, CA 91754",34.0680808,-118.1231228
91754,"Dr. Andrew Zadeh, MD",Cardiology,"500 N Garfield Ave Ste 304, Monterey Park, CA 91754",34.0681877,-118.1226002
91754,"Dr. Ivan Ho, MD",Cardiology,"500 N Garfield Ave Ste 304, Monterey Park, CA 91754",34.0681877,-118.1226002
91754,"Dr. Steven Leung, MD",Cardiology,"500 N Garfield Ave Ste 304, Monterey Park, CA 91754",34.0681877,-118.1226002
91761,"Dr. Luther Bryant, MD",Urology,"2295 S Vineyard Ave Bldg D, Ontario, CA 91761",34.0324451,-117.6086672
91761,"Dr. Fengyu Shu, MD",Hematology & Oncology,"2295 S Vineyard Ave Ste A, Ontario, CA 91761",34.032542,-117.6086875
91761,"Dr. Jesse Chuang, MD",Nephrology,"2295 S Vineyard Ave, Ontario, CA 91761",34.0329629,-117.6098824
91761,"Bruce Emerson, LMFT",Anxiety Disorders,"2910 S Archibald Ave Ste A, Ontario, CA 91761",34.0204141,-117.5938133
91761,"Dr. Melissa Pereau, MD",Psychiatry,"3330 Centre Lake Dr, Ontario, CA 91761",34.0666526,-117.5812538
91761,Monet Miracle,Marriage & Family Therapy,"3281 E Guasti Rd Ste 440, Ontario, CA 91761",34.0655098,-117.5792099
91762,"Dr. Ismael Silva, MD",Orthopedic Surgery,"754 N Mountain Ave, Ontario, CA 91762",34.0722632,-117.6696561
91762,"Dr. Levon Margolin, PHD",Psychology,"754 N Mountain Ave, Ontario, CA 91762",34.0722632,-117.6696561
91762,"Dr. Aaron Zia, DC",Chiropractic,"754 N Mountain Ave, Ontario, CA 91762",34.0722632,-117.6696561
91762,"Dr. Rochelle Lacaze, MD",Family Medicine,"1129 W 4th St, Ontario, CA 91762",34.0774484,-117.6713635
91762,"Dr. Elham Khajavi, DDS",Dentistry,"1049 W Philadelphia St, Ontario, CA 91762",34.0328875,-117.6693811
91763,"Dr. Corazon Navarro, MD",Obstetrics & Gynecology,"4950 San Bernardino St Ste 106, Montclair, CA 91763",34.0787068,-117.6969332
91763,"Ni Mei, LAC",Acupuncture,"9655 Monte Vista Ave Ste 408, Montclair, CA 91763",34.0799329,-117.696583
91763,Kyung Lee,Nursing (Nurse Practitioner),"9655 Monte Vista Ave Ste 405, Montclair, CA 91763",34.0800928,-117.6966445
91766,"Dr. Chunming Liu, OD",Optometry,"795 E 2nd St # 2, Pomona, CA 91766",34.0584861,-117.7420225
91766,Joshua Lau,Physical Therapy,"18 Rancho Camino Dr Ste 201, Pomona, CA 91766",34.0279954,-117.7594979
91767,"Dr. Mohammad Elbatta, MD",Gastroenterology,"790 E Bonita Ave Fl 2, Pomona, CA 91767",34.095498,-117.737398
91767,"Dr. Tammy Lin, MD",Family Medicine,"2740 N Garey Ave Ste 100, Pomona, CA 91767",34.0952145,-117.7476718
91767,"Dr. Gevork Mosesi, MD",Family Medicine,"1770 N Orange Grove Ave Ste 101, Pomona, CA 91767",34.0762389,-117.7489705
91767,"Dr. Heather Coffin, DO",Family Medicine,"1770 N Orange Grove Ave Ste 101, Pomona, CA 91767",34.0762389,-117.7489705
91767,"Dr. Daniel Blocker, PHD",Marriage & Family Therapy,"1770 N Orange Grove Ave Ste 101, Pomona, CA 91767",34.0762389,-117.7489705
91767,"Dr. Romina Palomino, MD",Family Medicine,"1770 N Orange Grove Ave Ste 101, Pomona, CA 91767",34.0762389,-117.7489705
91767,"Dr. Kim Vu, DO",Family Medicine,"1770 N Orange Grove Ave Ste 201, Pomona, CA 91767",34.0762977,-117.7495617
91767,"Dr. Ossama Maloule, MD",Infectious Disease Medicine,"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Rana Tamraz, MD",Anesthesiology,"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Tricia Cohn, RN",Nursing (Registered Nurse),"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Devdas Wali, MD","Cosmetic, Plastic & Reconstructive Surgery","1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Kanokrat Suksompoth, MD",Infectious Disease Medicine,"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Shawanda Obey, MD",Obstetrics & Gynecology,"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Ye Oo, MD",Infectious Disease Medicine,"1798 N Garey Ave, Pomona, CA 91767",34.0768776,-117.7516647
91767,"Dr. Kofi Agyeman, MD",Orthopedic Surgery,"255 E Bonita Ave, Pomona, CA 91767",34.0969483,-117.7457182
91767,"Dr. Daniel Gluckstein, MD",Infectious Disease Medicine,"255 E Bonita Ave, Pomona, CA 91767",34.0969483,-117.7457182
91767,"Dr. Atabak Allaei, MD",Vascular & Interventional Radiology,"255 E Bonita Ave Unit 201, Pomona, CA 91767",34.0978545,-117.7471552
91767,"Dr. Irene Bakman, MD",Infectious Disease Medicine,"255 E Bonita Ave, Pomona, CA 91767",34.0969483,-117.7457182
91768,"Dr. Jhoette Dumlao, MD",Family Medicine,"1550 N Park Ave, Pomona, CA 91768",34.0741182,-117.7542308
91768,"Dr. Debora Johnson, AUD",Audiology,"1700 Alameda St, Pomona, CA 91768",34.0781199,-117.7553624
91770,"Dr. Ruben Ruiz, MD",Bariatric Medicine,"3012 San Gabriel Blvd, Rosemead, CA 91770",34.0634145,-118.0900946
91770,Fang-Wei Hsu,Psychology,"9353 Valley Blvd Ste C, Rosemead, CA 91770",34.0816182,-118.0651462
91773,"Mary Strubhar-Brown, RN",Nursing (Nurse Practitioner),"667 W Arrow Hwy Ste E, San Dimas, CA 91773",34.1055741,-117.8183459
91773,"Dr. Wanda Brady, MD",Gynecology,"1330 W Covina Blvd Ste 201, San Dimas, CA 91773",34.0983532,-117.8337838
91773,"Dr. Ameerah Shalikar, MD",Family Medicine,"1330 W Covina Blvd Ste 201, San Dimas, CA 91773",34.0983532,-117.8337838
91773,"Dr. Mohsen Ali, MD",Neurology,"1330 W Covina Blvd Ste 103, San Dimas, CA 91773",34.098358,-117.8337764
91773,"Dr. Victor Morales, MD",Obstetrics & Gynecology,"1330 W Covina Blvd Ste 201, San Dimas, CA 91773",34.0983532,-117.8337838
91773,"Dr. Ana-Liza Pascual, MD",Obstetrics & Gynecology,"1330 W Covina Blvd Ste 201, San Dimas, CA 91773",34.0983532,-117.8337838
91773,"Dr. Zuhair Yahya, MD",Internal Medicine,"1334 W Covina Blvd, San Dimas, CA 91773",34.0970708,-117.8337987
91773,"Stephen Chow, PT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,Julia Hayes,Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Erin Halma Bond, DPT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,Tracy Moore,Sports Medicine,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Christopher Patterson, DPT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Melissa Braucht, PT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Natalia Ushak, PT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Michele Rebozzi, PT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Cassandra Wigboldy, DPT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Ashley Olsen, DPT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Mark Baker, PT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Jennifer Nguyen, DPT",Physical Therapy,"1335 Cypress St Ste 100, San Dimas, CA 91773",34.09642,-117.834215
91773,"Dr. Teresa Han, MD",Obstetrics & Gynecology,"1255 W Arrow Hwy, San Dimas, CA 91773",34.1071408,-117.8315668
91773,"Dr. Peter Kaganjo, MD",Emergency Medicine,"1350 W Covina Blvd, San Dimas, CA 91773",34.097533,-117.8345314
91776,Yiying Tang,Acupuncture,"360 E Las Tunas Dr Ste 202, San Gabriel, CA 91776",34.1031051,-118.0955153
91776,Haiyan Xu,Nursing (Nurse Practitioner),"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Dr. Lynn Nguyen, OD",Optometry,"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Anuradha Madhavan, PT",Physical Therapy,"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Dr. Usha Varma, MD",Family Medicine,"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Dr. Anthony Picconatto, DO",Family Medicine,"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Dr. Paul Sucgang, DO",Family Medicine,"416 W Las Tunas Dr Ste 201, San Gabriel, CA 91776",34.1020461,-118.1045583
91776,"Gwendolyn Ryan, MS",Genetic Counseling,"207 S Santa Anita St Ste 338, San Gabriel, CA 91776",34.1011053,-118.1068667
91776,"Dr. Alicia Lo, MD",Family Medicine,"207 S Santa Anita St Ste 205, San Gabriel, CA 91776",34.1011422,-118.106866
91776,"Dr. Ardeshir Karimi, MD",Maternal-Fetal Medicine,"207 S Santa Anita St Ste 338, San Gabriel, CA 91776",34.1011053,-118.1068667
91786,"Dr. Rubina Shaheen, MD",Family Medicine,"600 N Mountain Ave Ste A100, Upland, CA 91786",34.1010931,-117.6692411
91786,"Dr. Shirley Simmons, PHD",Clinical Psychology,"954 W Foothill Blvd Ste A, Upland, CA 91786",34.1063299,-117.6644456
91786,"Velma Yep, NPC",Nursing (Nurse Practitioner),"914 W Foothill Blvd Ste B, Upland, CA 91786",34.1065629,-117.6636016
91786,"Dr. Corazon Navarro, MD",Obstetrics & Gynecology,"600 N Mountain Ave Ste A104, Upland, CA 91786",34.1010393,-117.669129
91786,"Annette Hollenbeck, FNP-C",Nursing (Nurse Practitioner),"600 N Mountain Ave Ste A100, Upland, CA 91786",34.1010931,-117.6692411
91786,"Dr. Mike Zuniga, MD",Family Medicine,"440 N Mountain Ave Ste 110, Upland, CA 91786",34.0990309,-117.6682567
91786,"Dr. Darlene Espinosa, MD",Family Medicine,"440 N Mountain Ave Ste 110, Upland, CA 91786",34.0990309,-117.6682567
91786,"Dr. Michael Chai, MD",Internal Medicine,"490 N Mountain Ave, Upland, CA 91786",34.099361,-117.6698394
91786,"Dr. John Cho, MD",Anesthesiology,"99 N San Antonio Ave Ste 370, Upland, CA 91786",34.0950763,-117.6613481
91786,"Dr. Chung Yu, MD",Internal Medicine,"141 W Foothill Blvd, Upland, CA 91786",34.1083346,-117.6540521
91786,Juanfang Wang,Acupuncture,"195 N 2nd Ave, Upland, CA 91786",34.095941,-117.6487914
91786,"Dr. Kathlyn Cui, OMD",Acupuncture,"195 N 2nd Ave, Upland, CA 91786",34.095941,-117.6487914
91786,"Dr. Mark Macknet, MD",Anesthesiology,"350 S Euclid Ave Ste C, Upland, CA 91786",34.0898201,-117.6506448
91786,"Dr. Andrew Hesseltine, MD",Pain Medicine,"350 S Euclid Ave Ste C, Upland, CA 91786",34.0898201,-117.6506448
91786,"Dr. Sandar Win, MD",Family Medicine,"811 E 11th St Ste 205, Upland, CA 91786",34.1038829,-117.6399606
91786,"Dr. Sadia Moinuddin, MD",Internal Medicine,"901 San Bernardino Rd Ste 101, Upland, CA 91786",34.1007579,-117.6391755
91786,"Dr. Syed Rizvi, MD",Family Medicine,"901 San Bernardino Rd Ste 104, Upland, CA 91786",34.10072,-117.6391196
91786,"Dr. Melissa Blaker, DO",Pediatrics,"999 San Bernardino Rd, Upland, CA 91786",34.101896,-117.637482
91786,"Dr. Irene Bakman, MD",Infectious Disease Medicine,"999 San Bernardino Rd, Upland, CA 91786",34.101896,-117.637482
91786,"Dr. Ye Oo, MD",Infectious Disease Medicine,"999 San Bernardino Rd, Upland, CA 91786",34.101896,-117.637482
91789,"Dr. Mark Ard Jr, MD",Psychiatry,"340 S Lemon Ave, Walnut, CA 91789",34.0118738,-117.8596917
91901,"Mattilyn Millman, LMFT",Marriage & Family Therapy,"2271 Alpine Blvd Ste A, Alpine, CA 91901",32.8353081,-116.7647916
91901,"Oana Pickering, PA-C",Physician Assistant (PA),"1730 Alpine Blvd Ste 205, Alpine, CA 91901",32.8380029,-116.7770984
91901,"Dianne Malabanan, MSN",Nursing (Nurse Practitioner),"1730 Alpine Blvd Ste 205, Alpine, CA 91901",32.8380029,-116.7770984
91901,"Polina Pavlova, FNP-BC",Nursing (Nurse Practitioner),"1730 Alpine Blvd Ste 205, Alpine, CA 91901",32.8380029,-116.7770984
91901,"Dr. Christina Chung, MD",Family Medicine,"1730 Alpine Blvd Ste 205, Alpine, CA 91901",32.8380029,-116.7770984
91901,"Dr. Blake Wylie, DO",Family Medicine,"1620 Alpine Blvd Ste 110, Alpine, CA 91901",32.8384581,-116.7798912
91901,"Dr. Jacqueline Guerra, MD",Internal Medicine,"1620 Alpine Blvd Ste 110, Alpine, CA 91901",32.8384581,-116.7798912
91901,"Dr. Ahmed Abdulrahim, DC",Chiropractic,"1620 Alpine Blvd Ste 119, Alpine, CA 91901",32.8384581,-116.7798912
91901,"Dr. David Corbin, MD",Internal Medicine,"1620 Alpine Blvd Ste 110, Alpine, CA 91901",32.8384581,-116.7798912
91901,"Dr. Matthew Kelchner, DC",Chiropractic,"1620 Alpine Blvd Ste 110, Alpine, CA 91901",32.8384581,-116.7798912
91901,"Dr. Victoria Cox, MD",Family Medicine,"1620 Alpine Blvd, Alpine, CA 91901",32.8384581,-116.7798912
91910,"Dr. Mohammed Siddiqi, MD",Internal Medicine,"435 H St, Chula Vista, CA 91910",32.6334963,-117.08368
91913,"Dr. Brian Curley, MD",Internal Medicine,"1400 E Palomar St, Chula Vista, CA 91913",32.6231874,-116.995959
91913,"Dr. Aichel Nateras, MD",Family Medicine,"1400 E Palomar St, Chula Vista, CA 91913",32.6231874,-116.995959
91913,"Eric Briones, PA",Physician Assistant (PA),"1400 E Palomar St, Chula Vista, CA 91913",32.6231874,-116.995959
91913,"Dr. Ernesto Mendoza Jr, MD",Family Medicine,"1400 E Palomar St, Chula Vista, CA 91913",32.6231874,-116.995959
91915,"Dr. Mariles Valencia, MD",Pediatrics,"1741 Eastlake Pkwy Ste 107, Chula Vista, CA 91915",32.6205547,-116.960571
91915,"Dr. Blanca Fresno, MD",Pediatrics,"1741 Eastlake Pkwy Ste 107, Chula Vista, CA 91915",32.6205547,-116.960571
91915,"Dr. Mark Vincent, MD",Family Medicine,"2315 Otay Lakes Rd Ste 306, Chula Vista, CA 91915",32.6488438,-116.9648391
91915,"Dr. Lisa Coles, MD",Family Medicine,"2295 Otay Lakes Rd Ste 110, Chula Vista, CA 91915",32.6482732,-116.9664851
91941,"Beth Jacobson, PT",Orthopedic Physical Therapy,"9340 Fuerte Dr Ste 303A, La Mesa, CA 91941",32.778421,-116.9956233
91950,"Dr. Harish Hosalkar, MD",Orthopedic Surgery,"2323 E 8th St Ste 103, National City, CA 91950",32.6826964,-117.0833507
91950,"Dr. Ronald Kwok, MD",Internal Medicine,"541 S V Ave, National City, CA 91950",32.6826964,-117.0833507
91950,"Dr. Mariles Valencia, MD",Pediatrics,"655 Euclid Ave Ste 207, National City, CA 91950",32.684258,-117.082626
91950,"Dr. Nancy Oropeza, MD",Obstetrics & Gynecology,"655 Euclid Ave Ste 409, National City, CA 91950",32.6829021,-117.0826671
91950,"Dr. Blanca Fresno, MD",Pediatrics,"655 Euclid Ave Ste 207, National City, CA 91950",32.684258,-117.082626
92009,"Dr. Jacob Husseman, MD","Ear, Nose, and Throat","2020 Cassia Rd Ste 101, Carlsbad, CA 92009",33.1143605,-117.2705968
92009,"Dr. John Awad, MD",Family Medicine,"7740 El Camino Real Ste F, Carlsbad, CA 92009",33.0830322,-117.2669227
92020,"Dr. Michelle Turley, MD",Obstetrics & Gynecology,"250 Travelodge Dr, El Cajon, CA 92020",32.7935199,-116.981304
92020,"Dr. Juliette Dilibero, OD",Optometry,"250 Travelodge Dr, El Cajon, CA 92020",32.7935199,-116.981304
92020,"Dr. Kim Wheeler, PSY.D",Psychology,"875 El Cajon Blvd, El Cajon, CA 92020",32.7851222,-116.9769097
92020,"Dr. John Kasawa, MD",Family Medicine,"875 El Cajon Blvd, El Cajon, CA 92020",32.7851222,-116.9769097
92020,"Dr. Mark Olson, DDS",Dentistry,"875 El Cajon Blvd, El Cajon, CA 92020",32.7851222,-116.9769097
92020,"Dr. Mutuhi Mugo, MD",Internal Medicine,"525 E Main St, El Cajon, CA 92020",32.7946563,-116.9560826
92020,"Dr. Mohamed Baiou, MD",Family Medicine,"525 E Main St, El Cajon, CA 92020",32.7946563,-116.9560826
92020,"Dr. Milagros Jacobs-Kleisli, DO",Pediatrics,"250 E Chase Ave # 108, El Cajon, CA 92020",32.7806209,-116.9593439
92020,"Dr. Nossa Maya, MD",Internal Medicine,"671 S Mollison Ave Ste B, El Cajon, CA 92020",32.7881427,-116.9505264
92020,"Dr. Athir Hajjar, MD",Critical Care Medicine,"671 S Mollison Ave Ste B, El Cajon, CA 92020",32.7881427,-116.9505264
92020,"Dr. Mihir Barvalia, MD",Internal Medicine,"1380 El Cajon Blvd Ste 100, El Cajon, CA 92020",32.7802815,-116.9844604
92020,"Dr. Jesse Naghi, MD",Cardiology,"1380 El Cajon Blvd Ste 100, El Cajon, CA 92020",32.7802815,-116.9844604
92020,"Dr. Genaro Fernandez, MD",Cardiology,"1380 El Cajon Blvd Ste 100, El Cajon, CA 92020",32.7802815,-116.9844604
92020,"Dr. Dimitri Sherev, MD",Interventional Cardiology,"1380 El Cajon Blvd Ste 100, El Cajon, CA 92020",32.7802815,-116.9844604
92020,"Dr. Farah Dawood, MD",Cardiology,"1380 El Cajon Blvd Ste 212, El Cajon, CA 92020",32.7802883,-116.9844327
